Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,685843,,,,685843,,2659882,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,15646,,,,15646,,168070,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,88,,,,88,,1577,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,1324,,,,1324,,13702,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,484,,,,484,,3920,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080222,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",8,Weight in kilograms,3560149,,,,3560149,,24985484,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,71035,,,,71035,,194064,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,2051,,,,2051,,1671,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,0,,,,0,,93,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,4205,,,,4205,,12951,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,1300,,,,1300,,10238,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,4525,,,,4525,,3849,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,11697,,,,11697,,33405,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,9077,,,,9077,,27957,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,31744,,,,31744,,69918,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080231,"Nuts, edible; walnuts, fresh or dried, in shell",8,Weight in kilograms,6436,,,,6436,,33981,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,1353233,,,,1353233,,10246535,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,12,,,,12,,257,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,10000,,,,10000,,12000,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,491541,,,,491541,,6451494,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,12,,,,12,,211,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,217,,,,217,,5976,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,17027,,,,17027,,373440,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,468499,,,,468499,,322868,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,57000,,,,57000,,443848,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,999,,,,999,,10978,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,498,Rep. of Moldova,MDA,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,10400,,,,10400,,69003,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,21580,,,,21580,,131628,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,2937,,,,2937,,114309,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,28000,,,,28000,,418564,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,202521,,,,202521,,1536602,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,39188,,,,39188,,322915,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,080232,"Nuts, edible; walnuts, fresh or dried, shelled",8,Weight in kilograms,3300,,,,3300,,32442,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080270,"Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,15,,,,15,,428,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,080270,"Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,15,,,,15,,428,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,240248,,,,240248,,2552543,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,7,,,,7,,322,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,1552,,,,1552,,11642,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,10249,,,,10249,,64772,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,27440,,,,27440,,134076,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,232,,,,232,,1714,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,676,,,,676,,14749,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,21227,,,,21227,,36422,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,48,,,,48,,1064,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,2560,,,,2560,,54074,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,36187,,,,36187,,503051,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,216,,,,216,,11257,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,244,,,,244,,2048,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,11039,,,,11039,,80930,,,0
H4,2014,2014,2014,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",8,Weight in kilograms,128571,,,,128571,,1636421,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,1310254,,,,1310254,,7709787,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,22500,,,,22500,,136125,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,500,,,,500,,3094,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,67,,,,67,,834,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,140,,,,140,,1193,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,86350,,,,86350,,546879,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,7149,,,,7149,,46068,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,1182153,,,,1182153,,6898635,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,11395,,,,11395,,76960,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,2975389,,,,2975389,,15569195,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,17237,,,,17237,,91200,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,27475,,,,27475,,133599,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,1100,,,,1100,,6916,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,472,,,,472,,4630,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,7425,,,,7425,,50695,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,32490,,,,32490,,209021,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,2487,,,,2487,,12957,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,50,,,,50,,630,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080211,"Almonds, in shell",8,Weight in kilograms,2886653,,,,2886653,,15059547,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,12959881,,,,12959881,,72352602,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,51711,,,,51711,,330858,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,35,,,,35,,590,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,29500,,,,29500,,164389,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,3500,,,,3500,,21176,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,76,,,,76,,1368,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,8024,,,,8024,,50554,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,62658,,,,62658,,442974,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,56,,,,56,,1335,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,1191,,,,1191,,11838,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,3018,,,,3018,,23515,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,839964,,,,839964,,5568995,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,401,,,,401,,6510,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,3592,,,,3592,,18831,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,11932490,,,,11932490,,65548844,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,23665,,,,23665,,160826,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,16990623,,,,16990623,,88450033,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,132598,,,,132598,,760873,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,82,,,,82,,1416,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,50,,,,50,,339,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,4448,,,,4448,,26910,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,374,,,,374,,3865,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,9776,,,,9776,,61591,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,70288,,,,70288,,509788,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,1980,,,,1980,,11191,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,1677,,,,1677,,13604,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,1268,,,,1268,,10738,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,365,,,,365,,3360,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,1072569,,,,1072569,,7416780,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,319,,,,319,,1662,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,7400,,,,7400,,50701,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,15687140,,,,15687140,,79573361,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,080212,"Almonds, shelled",8,Weight in kilograms,289,,,,289,,3854,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,193389,,,,193389,,544741,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,620,,,,620,,1861,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,4450,,,,4450,,21611,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,138060,,,,138060,,349797,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,84,,,,84,,1061,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,50175,,,,50175,,170410,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,868161,,,,868161,,1659762,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,17302,,,,17302,,43964,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,1500,,,,1500,,9016,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,2480,,,,2480,,8879,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,91965,,,,91965,,284791,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,13458,,,,13458,,43017,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,899,"Areas, nes",,,,,,,,,080221,"Hazelnuts/filberts (Corylus spp.), in shell",8,Weight in kilograms,741456,,,,741456,,1270095,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,11187829,,,,11187829,,53082962,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,6282444,,,,6282444,,24662999,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,31,,,,31,,502,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,675,,,,675,,5115,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,417486,,,,417486,,1643095,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,11428,,,,11428,,116711,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,62,,,,62,,885,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,77,,,,77,,1174,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,2302,,,,2302,,22742,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,394,,,,394,,4604,,,0
H3,2010,2010,2010,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,4472930,,,,4472930,,26625135,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,14691645,,,,14691645,,70041788,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,8846550,,,,8846550,,34197895,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,75,,,,75,,1136,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,1350,,,,1350,,8786,,,0
H3,2011,2011,2011,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,080222,"Hazelnuts/filberts (Corylus spp.), shelled",8,Weight in kilograms,1508,,,,1508,,12219,,,0
