Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,23670348,,,,23670348,,19337119,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,20000,,,,20000,,11391,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,1056612,,,,1056612,,290407,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,203,Czechia,CZE,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,203000,,,,203000,,172689,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,5000,,,,5000,,7911,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,3010956,,,,3010956,,2875535,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,4091550,,,,4091550,,3586552,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,19600,,,,19600,,13328,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,32325,,,,32325,,39665,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,12426225,,,,12426225,,10628788,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,740000,,,,740000,,336621,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,703,Slovakia,SVK,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,20000,,,,20000,,19444,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,20025,,,,20025,,16998,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,070110,"Vegetables; seed potatoes, fresh or chilled",8,Weight in kilograms,2025056,,,,2025056,,1337791,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,437453765,,,,437453765,,208197634,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,58629551,,,,58629551,,30454690,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1000,,,,1000,,400,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,50,Bangladesh,BGD,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,567000,,,,567000,,211098,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,707780,,,,707780,,386923,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,700,,,,700,,294,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,3954054,,,,3954054,,577038,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,124,Canada,CAN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,23835,,,,23835,,22349,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,12,,,,12,,5,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,51613735,,,,51613735,,24504063,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,18,,,,18,,8,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,188,Costa Rica,CRI,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1755,,,,1755,,574,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,191,Croatia,HRV,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,6270,,,,6270,,3950,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,203,Czechia,CZE,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,80000,,,,80000,,34000,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,3047700,,,,3047700,,887715,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,233,Estonia,EST,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,379950,,,,379950,,163634,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,19144594,,,,19144594,,6004606,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,42180199,,,,42180199,,19516214,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,20529903,,,,20529903,,11545065,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,23587,,,,23587,,14864,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,340,Honduras,HND,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,407,,,,407,,171,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,3477273,,,,3477273,,1963926,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,26611378,,,,26611378,,14930806,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,106386,,,,106386,,62820,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,422,Lebanon,LBN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1000000,,,,1000000,,512500,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,720,,,,720,,302,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,4139594,,,,4139594,,1500496,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,498,Rep. of Moldova,MDA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,7313368,,,,7313368,,2366931,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,3648410,,,,3648410,,1644970,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,40739650,,,,40739650,,18155395,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,586,Pakistan,PAK,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,21428576,,,,21428576,,9234150,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1012465,,,,1012465,,446256,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,682,Saudi Arabia,SAU,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,38402562,,,,38402562,,17063553,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1041521,,,,1041521,,569640,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,295500,,,,295500,,151390,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,96,,,,96,,40,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,770955,,,,770955,,590186,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,328000,,,,328000,,203343,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,6125,,,,6125,,16298,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,198760,,,,198760,,63603,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,1743014,,,,1743014,,591437,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,807,North Macedonia,MKD,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,100969,,,,100969,,43347,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,81307779,,,,81307779,,42380363,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,637416,,,,637416,,305808,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,070190,"Vegetables; potatoes (other than seed), fresh or chilled",8,Weight in kilograms,2251197,,,,2251197,,1072412,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,799483675,,,,799483675,,886815889,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,8,Albania,ALB,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,70307,,,,70307,,90356,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,35951091,,,,35951091,,32349780,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,77,,,,77,,1669,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,26779,,,,26779,,43816,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,17978895,,,,17978895,,24116964,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,100,,,,100,,131,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,100,Bulgaria,BGR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,326805,,,,326805,,437303,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,16502811,,,,16502811,,17064993,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,5,,,,5,,8,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,79235062,,,,79235062,,93065055,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,170,Colombia,COL,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,8,,,,8,,11,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,1114,,,,1114,,5758,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,623459,,,,623459,,1132119,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,97851,,,,97851,,141880,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,520,,,,520,,681,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,139109,,,,139109,,193231,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,7268745,,,,7268745,,15676116,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,592573,,,,592573,,987679,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,2345,,,,2345,,60628,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,36000,,,,36000,,35163,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,206626,,,,206626,,197188,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,2240,,,,2240,,2986,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,352164,,,,352164,,323578,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,20006,,,,20006,,30694,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,50,,,,50,,58,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,498,Rep. of Moldova,MDA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,656325,,,,656325,,449487,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,61480298,,,,61480298,,88508939,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,51783524,,,,51783524,,72226781,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,36869845,,,,36869845,,44087983,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,3212,,,,3212,,4959,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,19004,,,,19004,,24895,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,1095598,,,,1095598,,1747277,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,677242,,,,677242,,727447,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,699,India,IND,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,93792,,,,93792,,108574,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,10996,,,,10996,,18033,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,42451366,,,,42451366,,65343097,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,748,Eswatini,SWZ,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,4200,,,,4200,,6174,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,1150,,,,1150,,1679,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,700,,,,700,,1022,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,179137,,,,179137,,184963,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,108826,,,,108826,,201463,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,2458,,,,2458,,11001,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,1002,,,,1002,,1590,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,50721,,,,50721,,77719,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,360648334,,,,360648334,,358607034,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,77795620,,,,77795620,,60394514,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,807,North Macedonia,MKD,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,1205067,,,,1205067,,1275827,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,626106,,,,626106,,1109225,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,842,USA,USA,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,11,,,,11,,14,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,0702,Tomatoes; fresh or chilled,8,Weight in kilograms,4284402,,,,4284402,,5738344,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,230191776,,,,230191776,,107271119,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,1173396,,,,1173396,,454770,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,32,Argentina,ARG,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,1360,,,,1360,,659,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,36,Australia,AUS,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,21584,,,,21584,,14375,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,179668,,,,179668,,96370,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,392887,,,,392887,,68647,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,124,Canada,CAN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,149350,,,,149350,,129016,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,152,Chile,CHL,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,29779,,,,29779,,15781,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,156,China,CHN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,50111738,,,,50111738,,22071588,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,188,Costa Rica,CRI,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,22,,,,22,,9,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,203,Czechia,CZE,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,20000,,,,20000,,12040,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,54094,,,,54094,,29846,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,251,France,FRA,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,2571183,,,,2571183,,2900289,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,23267,,,,23267,,19676,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,700,,,,700,,371,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,1093387,,,,1093387,,557824,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,6854,,,,6854,,4056,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,1930642,,,,1930642,,1577300,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,31710,,,,31710,,17839,,,0
H4,2012,2012,2012,6,1,1,Import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,070310,"Vegetables, alliaceous; onions and shallots, fresh or chilled",8,Weight in kilograms,4065822,,,,4065822,,814965,,,0
